mining_algo,network_hash_rate,available_on_nicehash_percent,1_hour_attack_cost,24_hours_attack_cost,attack_appeal,hash_rate,hash_rate_30d_average,mining_revenue_per_hash_usd,mining_revenue_per_hash_native_units,mining_revenue_per_hash_per_second_usd,mining_revenue_per_hash_per_second_native_units,mining_revenue_from_fees_percent_last_24_hours,mining_revenue_native,mining_revenue_usd,mining_revenue_total,average_difficulty,Date
SHA-256,532370 PH/s,0.01408841267088447,,,,469156589.98176646,483035074.4644501,1.072429e-06,2.5e-11,0.092657837416,2.118377e-06,12.6643954028,1123.53948258,49143624.15055937,56803864300.50964,67413002031516.6,2023-12-12T02:23:00.691131665Z
