mining_algo,network_hash_rate,available_on_nicehash_percent,1_hour_attack_cost,24_hours_attack_cost,attack_appeal,hash_rate,hash_rate_30d_average,mining_revenue_per_hash_usd,mining_revenue_per_hash_native_units,mining_revenue_per_hash_per_second_usd,mining_revenue_per_hash_per_second_native_units,mining_revenue_from_fees_percent_last_24_hours,mining_revenue_native,mining_revenue_usd,mining_revenue_total,average_difficulty,Date
SHA-256,478604 PH/s,0.015340276583967156,,,,542018754.3222103,495086586.8743074,1.274928e-06,3e-11,0.110153818083,2.583603e-06,27.6972363672,1438.35765116,61916747.85494779,57285461907.98424,67305906902031.39,2023-12-21T01:53:49.701117248Z
