mining_algo,network_hash_rate,available_on_nicehash_percent,1_hour_attack_cost,24_hours_attack_cost,attack_appeal,hash_rate,hash_rate_30d_average,mining_revenue_per_hash_usd,mining_revenue_per_hash_native_units,mining_revenue_per_hash_per_second_usd,mining_revenue_per_hash_per_second_native_units,mining_revenue_from_fees_percent_last_24_hours,mining_revenue_native,mining_revenue_usd,mining_revenue_total,average_difficulty,Date
SHA-256,583517 PH/s,0.011654108187386342,,,,561495983.9886068,499939767.9814591,1.238823e-06,2.8e-11,0.107034267901,2.432072e-06,23.1923770366,1367.05181008,60163268.89842219,57522463847.0522,70596074605606.39,2023-12-24T19:27:22.060801782Z
mining_algo,network_hash_rate,available_on_nicehash_percent,1_hour_attack_cost,24_hours_attack_cost,attack_appeal,hash_rate,hash_rate_30d_average,mining_revenue_per_hash_usd,mining_revenue_per_hash_native_units,mining_revenue_per_hash_per_second_usd,mining_revenue_per_hash_per_second_native_units,mining_revenue_from_fees_percent_last_24_hours,mining_revenue_native,mining_revenue_usd,mining_revenue_total,average_difficulty,Date
SHA-256,583517 PH/s,0.011654108187386342,,,,561495983.9886068,499939767.9814591,1.238823e-06,2.8e-11,0.107034267901,2.432072e-06,23.1923770366,1367.05181008,60163268.89842219,57522463847.0522,70596074605606.39,2023-12-24T19:35:35.490783954Z
