mining_algo,network_hash_rate,available_on_nicehash_percent,1_hour_attack_cost,24_hours_attack_cost,attack_appeal,hash_rate,hash_rate_30d_average,mining_revenue_per_hash_usd,mining_revenue_per_hash_native_units,mining_revenue_per_hash_per_second_usd,mining_revenue_per_hash_per_second_native_units,mining_revenue_from_fees_percent_last_24_hours,mining_revenue_native,mining_revenue_usd,mining_revenue_total,average_difficulty,Date
SHA-256,486264 PH/s,0.01456922738989789,,,,433112840.87468374,500646341.87538874,1.177235e-06,2.7e-11,0.101713109688,2.341626e-06,25.4329751514,1081.24201232,46965865.419850364,57765126005.94725,72006146478567.1,2023-12-29T05:16:15.25838946Z
